magnitude,cdi,mmi,sig,nst,dmin,gap,depth,latitude,longitude,Year,Month,tsunami
4.5,7,5,383,165,2.423760559641509,125.92737594423508,307.72462556761866,-43.01488952354734,-145.76628682413738,1977,8,0
4.9,6,3,616,21,2.2785177496926505,153.52674909382463,64.72330192573943,67.63725699464797,-160.4837720858425,2012,5,0
4.3,8,3,756,153,0.9904803683907474,20.848154802622968,22.467233927943138,45.42222645575208,81.1720922455753,1973,4,0
7.5,3,10,712,294,0.3187471207606165,127.07212258440128,246.59837356597308,-86.82387116785095,-150.81855700406285,1997,9,1
5.5,1,5,263,218,1.509402780132535,90.663949679083,72.47623795933899,3.0611309777475526,77.92307336116443,1976,9,0
4.8,6,10,985,156,1.6231191142045818,149.24711525114517,80.0600019992907,5.323082528281475,-90.13510641218998,1979,1,0
5.7,5,6,758,229,3.9716213408938263,91.46550935973498,173.6872621197539,-17.841215676976134,135.9766658508982,2020,2,0
5.4,0,8,163,19,1.9811583937849166,111.64344376840418,31.93683784360563,-36.469200228841856,112.73399581097311,2005,8,0
5.3,10,9,190,40,2.3004853295924086,85.99358275191648,1.8723891259857695,32.71047307422158,164.81887829109957,1971,5,0
6.1,8,4,216,147,0.611230072814916,86.06860624005193,242.05360291671394,-52.597716353144314,138.1543255648915,1995,7,0
6.3,8,8,965,107,2.923972961944894,138.23459605112967,312.2904167525077,53.810741172907086,155.99859088188504,2022,1,1
5.0,1,3,366,83,0.30997425846055715,113.14195211651098,422.19740803672227,54.54668893814491,129.1472627447908,2019,12,0
4.9,2,9,921,289,0.4288371842278451,113.98737628969387,75.9367819130552,-15.252941236892312,69.61748422134795,1983,10,0
5.2,4,1,784,133,0.9412414440906707,81.05084708967465,130.86709552612172,-38.96135803626342,-118.70670523484306,1985,12,0
3.2,4,2,658,206,0.906167371017439,95.59970934075497,132.45899263655062,-38.90192731367162,-82.18529321252655,2012,5,0
4.0,0,10,239,282,0.6178056087679951,134.2291799168617,225.10472143572252,-3.1875616806821796,-103.41829219310169,2011,11,0
6.9,7,0,345,265,0.34240603031204797,148.66936544014527,189.02797918087208,39.52426045488457,37.290883556954014,1986,12,0
7.1,7,5,760,72,0.45984766299207536,125.38105238592831,110.48543888456192,-25.403635621105423,1.3031776704964955,2015,3,0
5.3,3,5,857,47,0.44557260178523705,166.33313799222296,161.90108716907736,19.807802182395278,132.14879897703253,1991,10,0
6.1,6,0,494,232,0.41785313935059953,147.65833586649617,96.50553676545454,-21.152797095133025,162.96223193966722,1973,12,1
5.8,10,10,586,99,1.0834777042586867,101.13548216571333,44.34347025857763,-35.185825952751,-34.25043973746804,1988,12,0
8.6,9,2,575,58,0.03706174612090374,120.85309307587264,83.42140062804509,-85.52528713515704,2.2861991810924565,1971,2,0
6.6,2,4,616,257,2.567701822576404,166.73548984581527,57.6788016477302,-89.29546096762968,169.7458884494901,2008,2,0
5.4,5,2,283,64,2.2349641781562757,111.45024796375051,309.7460217280408,-49.102617990239196,-80.55398101566833,1978,9,0
4.5,9,9,119,82,0.5748188613391321,148.46525063636952,92.99137001921167,-16.84686837582082,105.2606791291729,1988,4,0
3.9,9,2,657,153,2.4373073759413506,123.98589064619767,167.33239820578393,63.227010125170835,-98.91363515931134,1985,4,0
5.7,8,9,623,265,1.9496589037040737,99.34854499088397,50.01980437036409,53.72716372747658,65.32564155309791,1994,7,0
4.7,0,2,681,78,4.64371648301823,43.53087517476356,288.61696316618924,-41.910252734161816,-88.69837405011691,2017,10,0
4.1,4,4,628,149,2.950469788203389,76.67955350431706,189.14749970212364,-45.98272026282612,138.1440199792993,1987,10,0
4.9,3,4,982,47,0.16040213178983964,174.19370847006883,69.59265289522533,-49.08202720739506,22.132059745203662,1992,2,0
4.4,7,3,246,247,1.573639842602665,118.39776898906801,17.607608181989235,-28.937278704803937,-113.06388928522155,2022,3,0
7.2,10,0,765,277,1.1013789921636934,101.59116846101813,28.710574649827848,-0.3242304788966379,-99.22709674854504,1990,3,0
6.4,0,4,403,97,1.0906641848887202,167.93219259508092,231.99915642424656,-11.039801034316412,-2.214289545083915,1980,6,1
5.5,8,9,719,24,0.7245054512462997,105.57212058674077,225.62958706770618,-50.71082421933112,166.1767292069564,2008,3,0
7.0,5,4,847,283,0.2521450840885935,94.69485331513253,0.7256283173293525,-66.51874621014875,97.07117899811561,2010,11,0
5.6,3,3,919,67,0.29716377051121146,136.67595392703694,168.35376471157576,-87.73599375248483,-4.208528582695749,1973,5,0
4.6,8,5,963,6,0.14951878628585935,128.279811417578,222.67409236806765,-62.286617040029306,-58.42110795760185,1994,4,0
7.0,10,9,681,136,0.697605078976453,34.76880151351789,117.10524512494254,36.96414663494129,17.736657605439348,2001,3,0
6.0,4,3,794,163,0.28722086884499465,84.83548942334181,8.906996074254963,-46.145057517795074,89.40990003430306,1999,8,0
4.5,4,6,861,82,1.1627666389995688,85.05277970752535,126.2335414981202,-5.651674178128232,102.21429184300803,2014,10,0
5.3,4,6,327,137,2.2859961483409266,68.08041274380206,157.81732858587506,16.43420680618405,-63.14083268509992,1995,3,0
4.6,0,1,201,72,0.3981691196844035,93.11282678740557,64.22111385878512,69.63136250968927,79.61733655699578,2005,6,0
4.1,0,2,686,236,0.8330313073552311,74.35933159088596,3.374748874748626,69.99391771081551,56.803960813027004,2020,7,0
6.4,7,0,516,45,2.2622570197239953,35.88218810481296,27.97312475869363,44.23207206264462,165.2804251186658,2003,7,0
7.4,7,7,315,105,1.554430531508995,74.22596770944259,295.30420237268606,-83.67174143126974,155.19250458288536,1978,2,0
4.1,5,8,506,287,2.206751583923439,13.009850563171788,155.5195502824858,13.512675435374675,104.17655721728772,1981,3,0
6.1,10,3,498,261,2.374124836294982,103.64145529939408,47.178964825076335,51.58502474967116,80.4220879877742,1971,12,0
4.8,3,5,814,175,3.906182345407636,153.65781880940014,229.0078361277513,-86.88815194259462,-81.3450277064607,2007,10,1
5.0,1,8,803,165,0.7659403499602234,130.55167518381995,107.16469808079749,8.94323045818409,124.54749219547199,1974,10,0
4.9,1,5,860,144,1.1864115184932613,64.87092720974002,237.93484960558038,64.39754624148529,-26.097946663188196,1974,4,1
4.6,8,8,598,282,1.406556701143188,15.672817003915473,298.58267648002607,-4.661626348391948,-81.99340469782392,2021,7,0
5.5,4,3,853,53,0.0035069343197262626,36.38689186054874,115.86182904989907,-89.26088347845928,-41.70212713675349,1991,2,0
4.7,3,7,564,177,0.4362579249733112,98.18826128907043,78.05868213605936,-88.01759549959066,120.93677640594285,1974,3,0
5.8,9,8,790,243,1.1498877583258613,37.270275008945916,144.59879933704207,-15.005513265524897,-126.4920423919614,1973,7,0
5.4,0,3,830,126,2.2986290995143848,97.91516003129415,447.3342529146618,-62.09843986498418,-15.782853196863925,1978,7,0
5.3,6,4,181,270,0.2539922623944251,41.687824457501804,233.56881434203814,29.60111827678672,-2.7512659693837236,1998,10,1
4.6,2,7,703,131,2.911582130997578,152.8062965056931,73.746817641699,37.58386768310771,-166.813308864425,1991,3,0
4.9,5,9,786,92,0.48442093850422374,71.50886511128274,216.5598007090764,-57.98163681708685,-109.53142936266048,1996,12,0
6.3,4,5,850,72,0.6341451680118051,44.19911267000839,219.3475155062676,69.93599193440727,117.6272742873083,1979,1,0
6.0,4,6,871,247,1.579461822671302,146.2187124444711,181.01781808786473,-10.456587903793348,119.07625989411383,1985,12,0
4.5,10,2,464,272,0.41815118697391274,61.71101366498113,33.98060057351809,-64.28773663345373,-74.73056980167073,2011,3,0
5.6,4,6,262,42,1.6640035084078053,20.06778381098075,109.7909544235327,47.56528765249118,134.96300445525344,2011,5,0
6.3,0,7,147,40,2.3911112376832078,102.67370845265549,346.0868459132041,52.195410003019106,97.84185806460522,2020,7,1
3.8,0,9,610,169,0.06480348946595926,104.68155679883797,76.0653483489923,25.07318507978235,-29.553305833652615,1979,4,0
6.0,2,5,428,211,2.117347674090539,128.64522154243215,93.52307924799544,63.62379957645956,89.4262839858136,1975,11,0
4.8,9,9,939,167,0.8962162025414933,43.2394979775094,351.0964569422691,42.72713496552083,166.08046723013024,2018,11,0
6.1,3,8,215,38,0.6401548731446178,79.87884103660411,173.0348876377344,68.7970327008583,-14.770901496474437,1974,1,0
4.7,4,5,948,244,2.293650114333036,50.826225427678125,58.28039004282133,-11.900151272613698,-94.16621557674588,1975,6,0
3.7,1,8,436,150,1.510762139113035,14.571672500823862,44.53990647417379,44.567483057899636,159.0539400180561,2016,2,0
3.9,7,3,980,110,0.3421214339729852,157.79048886286049,73.02321395713494,89.95528141722798,37.34794388277231,1994,12,0
5.5,10,7,836,46,1.5325473972562564,131.1965648079014,1.1747631831559815,40.48761555353147,-142.10454150704692,2020,3,0
5.8,10,10,963,62,0.4310587033165372,54.26335070258413,63.907821778621695,-69.4469195573162,26.165813708408194,2019,4,1
4.6,1,3,939,224,1.1653886762333638,107.88713871695754,430.3271541663937,3.297370037252932,0.2091202013875204,1973,6,0
6.1,8,1,246,68,1.192830885085098,36.22748186420504,162.95123106953554,15.72260242374503,128.0120018672028,2009,6,0
3.8,1,9,674,298,0.43932759221345685,160.24259192323876,16.271626270345294,-58.64207848714962,11.05026831486768,2017,7,0
5.4,8,10,905,289,0.2529285583861376,20.683141805143855,191.27768006044474,83.32049415204676,-88.11632363605796,2001,5,0
4.3,6,8,422,295,1.1053728673221905,0.6906861914041618,30.028168357164915,-58.39564002576907,63.23186299135986,2020,7,0
4.8,7,4,542,202,0.9175282850486527,90.36147559305279,366.1083681216739,-58.0395744516199,15.32716291280886,2021,2,0
5.5,10,3,936,60,0.30126688162058635,104.96300822151647,185.69183060236767,74.73008483541989,-96.10393382392591,2004,1,0
4.6,1,1,112,160,0.5507217052711253,104.21375765324478,93.7780830339247,-6.2630220380992085,26.506028859446815,1979,12,0
5.1,6,0,593,15,1.0187155740032012,9.812146938808732,90.81374045499646,-78.62610973058709,115.752808040287,2003,10,0
6.5,5,10,800,93,0.30501645274509126,56.52788524531785,90.92174683756022,17.673749988935143,-169.71446961935624,2005,8,0
4.9,3,6,386,137,0.5519864306554001,89.85581043143972,109.33166287081892,18.328742753948617,47.10637391224023,1975,1,0
6.3,6,5,819,37,1.0652947161371669,38.98425341290336,21.960404058083817,-78.38986343641888,-54.14932951761885,2012,12,0
4.4,3,1,213,126,3.4124582080830788,157.07265938746136,302.75223238035625,85.05404921405915,-74.6382795266073,2015,2,0
6.0,1,7,579,274,0.4497585011393832,15.679672103058127,199.08900795694333,7.925393753023613,-38.66840986999995,1985,11,1
6.9,9,10,121,163,3.246664811863034,87.72919950096771,45.48447870054878,10.763229992357566,-56.8718408707266,2022,12,0
3.0,6,3,448,76,4.171497572095143,124.45489035236737,206.23723896047852,3.6207746104310132,119.60607841503895,1988,10,0
4.7,7,7,825,173,0.4301283535665128,47.11519802420684,103.72374208316569,19.931720336031603,-81.0727881235558,2003,6,0
6.1,1,6,782,90,1.0135663122984466,112.36333265955327,183.97860512505756,-42.42604450072411,83.93508831837073,1994,1,0
5.3,4,4,934,237,4.155597876724464,149.28932702562741,20.972476162337934,-38.29655736452865,-146.13846471770808,2000,10,0
5.9,0,9,665,263,0.818380057886434,34.26065551710856,35.36808080370691,2.041036163303886,162.5026940943896,2018,3,0
4.9,6,9,909,178,1.0552182186480998,165.0997065284753,202.33806738519246,55.203453857444316,44.033989409478636,2010,7,0
5.6,7,7,419,208,1.5050082115623376,99.64053587922444,63.294100120419344,-81.02437623104781,74.41868773604165,1986,12,0
5.3,5,8,225,72,0.20250714952049842,53.8617607741909,132.5329151321541,18.612758199644276,-72.70584044599764,2016,8,0
6.7,4,4,376,106,1.8333830270034057,77.55448956880873,40.890608642638625,55.22006565113651,-31.645235265078725,1999,4,0
5.8,5,9,303,294,4.643923964426875,56.194539081549834,79.08490079891055,-61.75489103329911,-99.43978094244855,2008,12,0
5.8,1,4,293,283,0.7059897497924643,130.5200087879969,14.70184391672727,-87.29594244349806,155.71299088880062,2000,3,0
5.1,0,1,780,181,1.4939394833770323,143.3341194147238,33.82408542177471,-33.711606874537544,-4.282399043504029,1988,1,0
5.0,6,4,763,36,1.1078737861599635,149.92873061735898,26.60883274489106,15.865867211327668,46.96132163687639,2004,12,0
5.1,6,2,646,136,0.9463154710925548,177.4382849254334,242.63654857056335,-65.1090287871454,84.33793099105753,1998,9,0
5.9,9,6,795,55,2.7658101970783733,142.43117264940304,332.8590212008843,-13.297973224952614,-46.401807204165976,1970,10,0
5.1,10,9,385,186,1.956030524313093,108.2491327239414,222.58214859164283,9.41786952737003,79.23659563409086,1973,6,0
5.8,9,4,156,257,1.6903837952651894,61.05965371052108,304.2394330309727,17.798957056317093,63.35729631228247,1997,6,0
7.6,1,7,833,57,2.9637165803763943,98.0271807679349,78.39473246036687,-40.605890219932476,74.03736019462076,1987,9,0
6.4,1,0,402,122,0.08034363127842714,7.392271102272976,14.269576193560965,-17.994665522467557,-3.8772359263393525,1995,1,0
5.2,0,2,262,187,1.028642079936348,134.06851359538436,319.2546518700152,50.10106123216056,-42.142542375017854,2009,6,0
6.7,9,2,118,229,0.21942681969640687,80.27199811657832,125.17834342985611,79.41864494172339,-100.05041224476366,1988,12,0
5.1,7,8,469,167,0.5928163968218896,3.6041813517937715,11.714006153489947,65.13845960128631,116.86548700832145,1975,5,0
3.5,7,4,363,113,0.5094040314882275,11.251249471873946,39.794816225812326,11.57103031201774,39.00601675140433,1970,11,0
4.5,0,8,893,251,0.48403589284930615,69.74396348791619,51.73003546178371,-16.147295470089617,-20.03320940490181,1977,6,0
3.6,10,8,212,106,0.9584266506319015,105.01587342331831,226.1656722553908,-30.067809413144722,159.83852641582013,2002,11,0
5.1,7,0,587,36,0.4427927502076745,83.5567108113828,42.05647014336725,-67.50781810487675,-162.77802749746604,2020,8,0
5.5,8,1,426,91,0.7584077454792973,111.45677711258787,80.38195014531584,-70.82077550109966,126.06190027381712,2012,5,1
7.2,3,4,641,17,1.6075608151557794,86.45296658244405,52.04029428497403,33.90437248445839,179.12973346055009,1990,2,0
5.8,0,3,746,62,2.8580436535965985,119.10669218664242,139.37871552957654,-43.23700508919113,139.29915991783224,1993,12,0
5.3,0,9,678,149,2.9667338021688967,39.44269164074416,127.71487239950663,-44.160896442159576,111.7571708216251,1994,12,0
6.3,2,8,164,138,2.1421326510954883,20.311773693051855,31.42139375083292,89.67510980600142,-45.24984237372314,2016,2,0
3.3,4,6,391,185,0.8899722176574738,107.35811183261879,74.02377661502442,-56.17332758271683,-96.72689438557434,2012,10,0
5.7,4,5,124,184,0.45938502164521955,87.24411304853534,109.99861893900734,-63.34924329201066,84.5461873798564,1988,5,0
6.3,8,6,648,204,0.5885724539310978,4.836177728088353,4.045663805457565,-72.23665900321429,-70.35286813611538,1998,3,0
4.0,9,0,100,259,0.014275253817153444,68.48673938874646,161.12349438994121,14.364962130023315,-116.62571442421056,2022,10,0
6.6,1,0,648,213,1.51352676854441,19.10260538837919,263.08488645525165,23.015488680378255,103.14931935729288,1979,3,0
5.8,1,7,240,255,1.391492739922187,95.64422971548514,4.698860106146405,-24.258973273761256,-67.48428519478,1981,8,0
5.1,5,1,843,134,3.5403497042924372,71.23998233887754,262.78868924561266,6.374400392064189,149.19902261544183,2002,7,0
6.1,8,9,747,60,2.792831007282572,110.36734399854322,112.29921373768909,51.91191557008426,122.6277521348851,1976,1,0
7.8,0,10,287,87,1.7173033928526367,145.0083993786429,127.13245233124627,57.2587502979147,125.15051862333183,1986,12,0
5.7,8,8,227,206,0.906836005119723,53.94036309146835,100.221319800304,82.4241736288167,97.7651013800974,1979,12,0
5.7,8,6,300,128,2.8432589426088297,173.17837874970496,211.94365301756898,58.36823746611742,137.1173125589052,2000,5,0
5.0,8,5,226,2,2.034107405170401,96.4142101057634,34.4838416794973,11.671458609136792,110.06888118412326,1975,9,0
4.7,4,0,356,241,2.659956676327139,111.29234377586184,64.80587046824769,-57.66174614936772,36.90409088690231,1986,4,0
6.3,8,0,775,120,0.9114218766102398,122.52102718063267,60.2914616710156,-72.04255961348836,-73.50382131052926,2019,1,0
4.6,10,1,646,101,3.683969628796251,120.01167537436616,54.8206452954695,-80.18785981604535,139.75530955709365,2006,8,0
5.6,3,5,293,37,2.7503318135347845,91.97473374811118,97.57963776042837,29.974649721369076,122.61730419834907,1987,5,0
5.0,1,5,802,132,1.764304443153897,77.17757240064303,65.76316282370207,55.356525971638774,-9.763444004203762,1995,2,0
6.0,5,1,203,201,2.883959380646732,9.680753551928023,165.85918733593087,1.5631111231342203,-165.93167303929613,2018,12,0
5.8,3,0,634,20,0.3712570872490417,3.9754521542123533,307.5940999166389,-80.15144852994482,49.87574186468885,1985,1,1
6.5,5,9,364,241,0.75125053902054,64.43301501589764,170.82410119694828,6.384703426440865,-161.78513267643058,1977,12,0
5.0,2,4,901,108,1.4823257695712133,60.05896031406468,59.53162107427683,78.43486707441906,153.46078626542658,1993,12,0
5.2,5,4,483,83,0.9143643312797968,69.78512787102122,93.93145143161101,17.570374367842888,166.18725238511053,1982,12,0
4.5,1,1,359,82,0.7034239865835563,24.906276159874203,245.7157335345978,55.69694792330668,-111.78354747614247,1998,3,0
5.1,1,5,513,290,2.8244680590241047,132.87028869663186,345.4141947820712,54.02747671051512,63.50017609976757,2001,9,0
5.9,8,8,457,68,1.2507088198159457,154.253594659723,266.8266174955602,77.78323796051751,-146.7831583574054,1993,1,0
6.3,6,1,174,128,1.3953536103032267,168.9686343673263,95.91022805230818,48.641177816977205,82.62609428632396,1985,4,0
4.6,2,9,454,195,0.5094211618688558,88.62521463353265,40.45950610307675,44.586092522356125,-54.97644018503715,1980,8,0
6.4,10,1,683,139,2.321684708919289,126.15582584257716,96.53144096259058,-47.86152030528469,65.1780402229603,2001,8,0
6.9,0,2,870,282,2.0528136719618795,153.99920221845704,695.2263317839403,-79.21347204220534,-45.76445668721598,1975,10,0
5.9,7,6,287,233,2.31048951534144,75.29239999682747,223.81905724906485,3.1679037096853904,-127.59569646003513,2004,12,0
7.4,5,5,784,22,0.2541040500457321,55.69430307667999,159.08805327496137,-67.60184256958406,-33.80040701907916,2002,11,1
4.7,6,7,389,152,2.9561326900704925,168.61042005362822,286.075278384065,83.19525773003843,-139.4375304114756,1987,11,0
4.3,8,7,144,276,3.7581526356495596,92.82177919387316,260.90715267188324,-37.813542726054855,27.677978991700485,2006,8,0
3.7,4,5,672,60,2.2630575959870587,89.50569958635803,221.2191708460014,63.52995660917276,-165.2574484261873,1982,10,0
7.0,0,10,182,51,0.21393243086643632,32.11489738142924,165.01215351008818,-20.22756746355732,9.835084655949487,1979,8,0
6.2,9,9,222,152,0.20330342635430187,19.467902623204214,112.57580617987864,-31.825035025672065,139.0927129543947,2006,4,0
5.4,6,2,457,236,0.43693456661036834,151.5792352470321,122.65707797679507,78.3285430277918,121.63437724297057,1995,8,0
5.8,4,2,627,31,0.15343417897221867,110.54397171375325,94.66903374869307,-24.601937024479682,137.80141186553885,2015,9,0
4.4,2,0,165,54,0.893361061469103,58.648425123500765,182.55637720419224,-19.748176440635433,151.9375687657586,1986,7,0
7.9,8,6,756,35,1.9486636995517714,34.512519130247966,246.5313814544683,-70.90347966967636,-142.36996036475009,1970,12,0
5.6,0,4,474,109,1.434928661124773,99.98951043053366,58.694551765907036,30.680399750851677,-133.6510069647433,1994,2,0
5.6,0,3,261,176,1.3034335845794334,105.10547206700436,276.36203224308474,-38.008905394047574,20.522450272726303,2003,9,0
6.2,0,9,845,294,0.6381958752997816,37.25884822411047,72.97047991254196,15.408750211111297,141.8301606327945,2008,11,0
6.0,2,3,479,96,0.889231109253176,153.25303462046531,148.3746424883971,16.4433067295777,170.76580434865105,1979,8,1
5.7,5,3,755,212,2.194863261293502,15.167585908053196,211.92667273816085,39.455945207238074,-163.34570975760002,1989,5,0
4.7,9,5,457,136,2.017937041249722,64.0967553299559,96.44290119097994,44.14346751103943,-51.92132968776235,1976,12,0
6.0,10,7,287,5,0.9829143872819026,122.46919447725398,85.1168774829336,2.601438192277101,-103.35806832240236,1985,3,0
7.4,2,7,421,108,1.4319813923909877,49.341665487456126,144.92669080283474,-30.421449431387458,92.14770561524932,2006,7,0
6.8,7,4,549,34,2.1753746028209395,148.98153506062894,343.4325339302525,60.741161070252105,50.46979267333151,1998,2,1
7.1,9,5,573,38,0.5150689089257365,133.17620878807264,107.90404186327049,-34.22418310647275,-136.84030866581566,1981,3,0
5.0,1,3,112,149,0.5943645236796782,142.02411201866417,130.17098128663673,1.351637004479656,-5.932055748610253,1986,12,0
4.5,8,10,283,117,1.8759324923172005,21.439176457808927,175.2932183555173,-17.77453502332895,66.75858805366491,2017,9,0
5.4,2,8,210,260,1.856678360385374,25.298483039197727,130.35774915754328,63.914109474543864,100.44194181265357,1989,4,0
5.6,4,7,607,86,2.9982836661411785,51.56527279402505,461.7203492800618,-12.254664393750815,-172.78102447775694,1995,4,0
6.6,9,9,389,75,1.3398879872392158,93.25388973556099,100.7935921801887,-20.502146009252826,140.56904663420033,2017,3,0
3.8,7,9,394,213,3.338081819265155,134.64289380589244,67.09499824481371,34.168264721574744,24.941297862188804,1988,5,0
7.0,1,0,550,284,0.6306085648542694,150.57556033696264,204.12824512927554,18.439399775059684,112.28728138556568,2016,3,1
5.3,5,1,314,238,0.3454607969226393,126.78035687229249,24.464385538881295,-70.6955699707477,110.85769080514206,1981,9,0
5.1,4,8,731,164,2.6118024903903283,167.1474386755149,66.05019794235476,1.4703851419133827,-111.65304230245111,1990,3,0
4.5,9,7,993,86,0.19353464449291424,132.97383173086746,135.69520607511043,42.386109899984575,-140.33803670869207,2011,2,0
3.8,8,2,666,140,0.7242296789171812,55.12821966083065,25.51303743931731,88.57345762644411,79.6634168305776,2003,12,0
6.3,4,7,126,159,1.9440613700126548,47.714631180943066,56.1609394980872,23.246430114657443,-123.68630922421713,1976,5,0
5.6,1,0,729,45,0.40805978170240087,125.31464105419619,24.33026485262444,-23.347248040562803,125.97749690570055,2014,6,0
4.2,4,9,832,111,1.9810102652903665,34.71670236413057,68.17747248616426,-49.292712035618685,81.42821419035783,2004,1,0
4.2,3,3,330,44,0.613809722632862,16.68866594584858,107.64582606905905,67.10944214759766,123.05713117149452,1984,12,0
5.2,10,2,664,246,2.720667890662355,95.8001174741149,134.69448336836675,56.6217381804305,-72.35543534063541,1970,11,0
7.2,6,5,906,103,0.947530374828816,147.89548256021195,181.798920104799,-47.893892259710725,-66.02469825219515,1995,6,1
5.2,5,6,420,84,3.4873110589177045,18.248371644575435,191.90723414528816,-53.88622377361678,61.63976028467434,2004,10,0
4.0,1,3,332,133,2.179438845091915,142.54043828323125,173.5500356174569,38.724619826011605,-168.67945617877888,1994,3,0
5.3,10,6,769,107,3.022221772910457,146.08296078327865,211.52089613607046,-33.308628854623294,81.53882868147218,2011,4,1
5.2,10,8,536,17,0.1474178613174255,86.80932001467784,315.9110092864925,-34.84821629484759,120.88190550765643,1984,6,0
2.8,4,10,880,93,0.1837124425889034,10.315855801887626,151.74840907931372,-62.587755527822054,-30.541108822522546,1991,8,0
5.4,6,1,632,149,1.5184201245780529,31.426173224493553,24.340201105360425,-42.484406452230616,95.3563788318487,1975,9,0
5.3,10,10,502,245,1.3665531374492885,127.33672952914782,280.8699149531012,-13.048639633323077,-117.1400698863857,2021,6,0
6.2,6,2,152,288,1.7067156246431354,128.1200300983709,19.45108643749599,41.91090070903479,-63.98625822498552,1984,7,0
7.3,4,4,886,208,0.5141202751796057,161.70394953017976,103.87220974560628,-29.464543005525044,170.74978671977186,1993,5,0
6.6,8,2,412,125,2.9949952563199855,104.88350637982491,79.7172458166121,-30.851218893628314,175.07814248164544,1990,12,0
5.2,3,10,380,234,2.0192683811191157,22.33932618847993,27.196776950083905,-38.71561454056155,4.53781908777168,1976,9,0
4.4,10,7,825,121,2.6450596455101905,21.854682990894986,226.20146149059957,-3.9089398480122526,156.33712492699567,1998,4,0
8.1,2,9,130,137,0.13130912209257084,129.80382432422826,225.01257698374224,-57.48539437056324,8.18304410046764,2001,10,0
5.6,3,7,436,114,2.572315403142592,33.08123971942221,219.63950042305868,-2.586467874217405,-75.02827386198337,2001,11,0
5.5,4,7,282,161,3.1670687415464243,59.10938993098896,545.9703069815873,36.75160011504417,-83.91625628444214,2022,6,1
5.5,5,8,122,200,0.9419292649294888,87.6981612459445,221.99628805472264,-84.63770927412801,154.62205393253356,1974,5,0
5.7,2,3,643,233,0.10902592904973218,4.457677963707216,68.74321170707248,-88.23971154496286,-117.91929996941073,1973,1,0
5.4,1,4,545,27,0.08268080185161408,44.78742486358774,271.6533645657863,-76.47787617218833,28.667684952654554,1991,5,1
4.9,3,4,173,10,2.8585194880239473,73.42012953131041,63.611257532292996,6.4188111110601795,19.98902450257907,1987,5,0
5.0,4,7,109,205,5.026518613634967,50.334537328777124,265.0360793947459,63.80191497337262,86.26380647507818,2004,9,0
5.5,3,6,583,166,0.47246760526283293,24.546658944161848,66.06129141389087,-89.12079611635465,-0.2725532910810955,1986,1,0
5.0,10,8,555,246,0.5877800750638404,131.04220640331553,81.77024995945942,78.59903482524257,-81.97716214507169,2019,5,0
4.8,2,7,665,46,2.382121271011718,146.3665779302373,185.96406916579397,-70.86986791730355,-119.01726013263172,2019,7,0
5.6,7,1,663,245,0.13087029404996664,46.34621570587047,77.50391454473697,61.55703505048072,43.49476926212105,1993,11,0
5.2,9,9,759,126,2.5275330763424044,139.3955090291346,129.65355443586515,-3.086142303069579,78.83667246716391,1971,6,0
7.0,3,3,259,146,1.6980192602899689,69.39964159223649,93.10140463682177,28.684329710191918,25.02766032553174,1982,6,0
2.8,1,5,981,117,0.9640340462530542,91.2034423537205,91.0029545741856,1.9229372004928393,85.80645976363013,1984,12,0
6.6,1,1,113,151,1.6619073017825317,154.0801934807675,210.11077761734896,-4.1313194677161675,-129.05236711801436,1974,7,0
6.7,0,6,277,71,1.570297553730091,134.9916627244334,566.7613697635335,60.281897105590474,137.68927017952876,1972,6,1
3.4,3,2,511,136,0.7305902533207366,144.921033236912,299.7583801099116,46.05954832220695,29.66238302706111,2006,5,0
5.2,9,2,977,174,1.6345415474577418,24.632129985544225,93.92903205660907,-2.9875974258592493,-134.33618631866503,2006,10,0
5.1,8,10,152,288,1.2679760928835522,12.549496650071305,12.121382979914664,-69.9055327087089,-13.706926485935384,2006,5,0
4.1,10,1,507,18,3.3595905490962465,160.81285123583768,9.853016399601621,-69.22746732340653,124.12502563172814,1972,9,0
4.7,6,10,946,194,1.4131529948067851,69.81016852279699,201.22585892208994,54.27710292943357,143.12238964313764,2004,8,0
4.4,9,7,121,174,0.44867753020841716,51.818342052542555,182.90870851064327,5.290311842556022,-84.72617820044586,2021,12,0
7.3,6,5,129,140,1.6402404621490163,130.4453257671284,152.9845383316685,-3.313954760514733,76.0556968957631,1992,10,1
6.4,6,0,802,245,1.0578877940984208,150.5548073843742,24.49086240985264,32.50203144492872,-144.0053109058404,1997,4,0
6.8,7,0,359,92,1.6167732393764338,155.24813194169417,184.0697405803999,64.59148501456684,-167.9234862916232,1999,4,1
6.2,0,6,304,238,0.04897731174149289,56.87948540254092,2.534939240694797,23.197165994394936,21.743623375179396,1987,10,0
4.4,9,7,158,204,2.743687429888459,153.39823041630132,48.45759810585059,47.31262242236622,70.13792855812531,2021,5,0
5.0,9,4,570,47,1.0703508485353166,7.368109987382169,189.4961372211286,47.74869434105224,106.48322322354073,2005,3,0
6.0,7,10,875,244,2.0454782835145853,8.939068462749397,291.06534646096225,-25.872939217267373,-57.52215415607952,2002,8,0
4.3,3,4,565,294,1.480416116456644,112.2334551313478,116.64437309057581,-40.665024784620776,-177.65085224560067,1995,7,0
6.2,3,3,111,127,1.2632424519414887,11.359146440798323,67.17516538958984,54.20953209152856,-7.37307463991263,2017,5,0
